cellLine,drug,doseID,concentration,viability,study
SK-N-FI,Sorafenib,doses1,0.0025,93.7,CCLE
SK-N-FI,Sorafenib,doses2,0.025,87,CCLE
SK-N-FI,Sorafenib,doses3,0.08,119.9,CCLE
SK-N-FI,Sorafenib,doses4,0.25,99,CCLE
SK-N-FI,Sorafenib,doses5,0.8,95.9,CCLE
SK-N-FI,Sorafenib,doses6,2.53,104.09,CCLE
SK-N-FI,Sorafenib,doses7,8,150.3,CCLE
TE-1,Sorafenib,doses1,0.0025,90,CCLE
TE-1,Sorafenib,doses2,0.008,101.07,CCLE
TE-1,Sorafenib,doses3,0.025,99.53,CCLE
TE-1,Sorafenib,doses4,0.08,98.8,CCLE
TE-1,Sorafenib,doses5,0.25,103.29,CCLE
TE-1,Sorafenib,doses6,0.8,107.32,CCLE
TE-1,Sorafenib,doses7,2.53,108.29,CCLE
TE-1,Sorafenib,doses8,8,88,CCLE
TE-15,Sorafenib,doses1,0.0025,96.3,CCLE
TE-15,Sorafenib,doses2,0.008,114.5,CCLE
TE-15,Sorafenib,doses3,0.025,85,CCLE
TE-15,Sorafenib,doses4,0.08,75,CCLE
TE-15,Sorafenib,doses5,0.25,120.1,CCLE
TE-15,Sorafenib,doses6,0.8,123,CCLE
TE-15,Sorafenib,doses7,2.53,115.1,CCLE
TE-15,Sorafenib,doses8,8,107.57,CCLE
TE-5,Sorafenib,doses1,0.0025,86,CCLE
TE-5,Sorafenib,doses2,0.008,93,CCLE
TE-5,Sorafenib,doses3,0.025,103.28,CCLE
TE-5,Sorafenib,doses4,0.08,95.8,CCLE
TE-5,Sorafenib,doses5,0.25,104.6,CCLE
TE-5,Sorafenib,doses6,0.8,109.67,CCLE
TE-5,Sorafenib,doses7,2.53,105.71,CCLE
TE-5,Sorafenib,doses8,8,98.1,CCLE
UACC-257,Sorafenib,doses1,0.0025,68,CCLE
UACC-257,Sorafenib,doses2,0.008,99.35,CCLE
UACC-257,Sorafenib,doses3,0.025,92.3,CCLE
UACC-257,Sorafenib,doses4,0.08,99.4,CCLE
UACC-257,Sorafenib,doses5,0.25,97.4,CCLE
UACC-257,Sorafenib,doses6,0.8,108.38,CCLE
UACC-257,Sorafenib,doses7,2.53,88,CCLE
UACC-257,Sorafenib,doses8,8,99.85,CCLE
BL-70,Sorafenib,doses1,0.0025,103.57,CCLE
BL-70,Sorafenib,doses2,0.008,99.952,CCLE
BL-70,Sorafenib,doses3,0.025,98.7,CCLE
BL-70,Sorafenib,doses4,0.08,109.15,CCLE
BL-70,Sorafenib,doses5,0.25,107.73,CCLE
BL-70,Sorafenib,doses6,0.8,115.1,CCLE
BL-70,Sorafenib,doses7,2.53,88,CCLE
BL-70,Sorafenib,doses8,8,97.5,CCLE
K052,Sorafenib,doses1,0.0025,96.4,CCLE
K052,Sorafenib,doses2,0.008,97.9,CCLE
K052,Sorafenib,doses3,0.025,122.8,CCLE
K052,Sorafenib,doses4,0.08,145.4,CCLE
K052,Sorafenib,doses5,0.25,141.7,CCLE
K052,Sorafenib,doses6,0.8,100.34,CCLE
K052,Sorafenib,doses7,2.53,49,CCLE
K052,Sorafenib,doses8,8,16,CCLE
SIG-M5,Sorafenib,doses1,0.0025,105.35,CCLE
SIG-M5,Sorafenib,doses2,0.008,85,CCLE
SIG-M5,Sorafenib,doses3,0.025,87,CCLE
SIG-M5,Sorafenib,doses4,0.08,104.21,CCLE
SIG-M5,Sorafenib,doses5,0.25,119.5,CCLE
SIG-M5,Sorafenib,doses6,0.8,90.7,CCLE
SIG-M5,Sorafenib,doses7,2.53,87,CCLE
SIG-M5,Sorafenib,doses8,8,6,CCLE
UACC-812,Sorafenib,doses1,0.0025,88,CCLE
UACC-812,Sorafenib,doses2,0.008,96.4,CCLE
UACC-812,Sorafenib,doses3,0.025,108.77,CCLE
UACC-812,Sorafenib,doses4,0.08,100.86,CCLE
UACC-812,Sorafenib,doses5,0.25,98.2,CCLE
UACC-812,Sorafenib,doses6,0.8,120.1,CCLE
UACC-812,Sorafenib,doses7,2.53,121.3,CCLE
UACC-812,Sorafenib,doses8,8,61,CCLE
22RV1,PD-0325901,doses1,0.0025,80,CCLE
22RV1,PD-0325901,doses2,0.008,69,CCLE
22RV1,PD-0325901,doses3,0.025,59,CCLE
22RV1,PD-0325901,doses4,0.08,64,CCLE
22RV1,PD-0325901,doses5,0.25,59,CCLE
22RV1,PD-0325901,doses6,0.8,54,CCLE
22RV1,PD-0325901,doses7,2.53,46,CCLE
22RV1,PD-0325901,doses8,8,61,CCLE
5637,PD-0325901,doses1,0.0025,107.39,CCLE
5637,PD-0325901,doses2,0.008,94,CCLE
5637,PD-0325901,doses3,0.025,104.96,CCLE
5637,PD-0325901,doses4,0.08,82,CCLE
5637,PD-0325901,doses5,0.25,83,CCLE
5637,PD-0325901,doses6,0.8,74,CCLE
5637,PD-0325901,doses7,2.53,70,CCLE
5637,PD-0325901,doses8,8,48,CCLE
639-V,PD-0325901,doses1,0.0025,91.9,CCLE
639-V,PD-0325901,doses2,0.008,82,CCLE
639-V,PD-0325901,doses3,0.025,83,CCLE
639-V,PD-0325901,doses4,0.08,64,CCLE
639-V,PD-0325901,doses5,0.25,62,CCLE
639-V,PD-0325901,doses6,0.8,65,CCLE
639-V,PD-0325901,doses7,2.53,53,CCLE
639-V,PD-0325901,doses8,8,52,CCLE
697,PD-0325901,doses1,0.0025,98.9,CCLE
697,PD-0325901,doses2,0.008,101.82,CCLE
697,PD-0325901,doses3,0.025,85,CCLE
697,PD-0325901,doses4,0.08,73,CCLE
697,PD-0325901,doses5,0.25,58,CCLE
697,PD-0325901,doses6,0.8,63,CCLE
697,PD-0325901,doses7,2.53,70,CCLE
697,PD-0325901,doses8,8,67,CCLE
769-P,PD-0325901,doses1,0.0025,125.2,CCLE
769-P,PD-0325901,doses2,0.008,97.1,CCLE
769-P,PD-0325901,doses3,0.025,114.7,CCLE
769-P,PD-0325901,doses4,0.08,74,CCLE
769-P,PD-0325901,doses5,0.25,77,CCLE
769-P,PD-0325901,doses6,0.8,54,CCLE
769-P,PD-0325901,doses7,2.53,46,CCLE
769-P,PD-0325901,doses8,8,26,CCLE
786-0,PD-0325901,doses1,0.0025,89,CCLE
786-0,PD-0325901,doses2,0.008,93.2,CCLE
786-0,PD-0325901,doses3,0.025,83,CCLE
786-0,PD-0325901,doses4,0.08,91.9,CCLE
786-0,PD-0325901,doses5,0.25,86,CCLE
786-0,PD-0325901,doses6,0.8,90,CCLE
786-0,PD-0325901,doses7,2.53,78,CCLE
786-0,PD-0325901,doses8,8,78,CCLE
8305C,PD-0325901,doses1,0.0025,78,CCLE
8305C,PD-0325901,doses2,0.008,69,CCLE
8305C,PD-0325901,doses3,0.025,72,CCLE
8305C,PD-0325901,doses4,0.08,50,CCLE
8305C,PD-0325901,doses5,0.25,58,CCLE
8305C,PD-0325901,doses6,0.8,48,CCLE
8305C,PD-0325901,doses7,2.53,50,CCLE
8305C,PD-0325901,doses8,8,34,CCLE
8505C,PD-0325901,doses1,0.0025,96.4,CCLE
8505C,PD-0325901,doses2,0.008,77,CCLE
8505C,PD-0325901,doses3,0.025,73,CCLE
8505C,PD-0325901,doses4,0.08,50,CCLE
8505C,PD-0325901,doses5,0.25,53,CCLE
8505C,PD-0325901,doses6,0.8,48,CCLE
8505C,PD-0325901,doses7,2.53,52,CCLE
8505C,PD-0325901,doses8,8,39,CCLE
A204,PD-0325901,doses1,0.0025,121.9,CCLE
A204,PD-0325901,doses2,0.008,87,CCLE
A204,PD-0325901,doses3,0.025,134.3,CCLE
A204,PD-0325901,doses4,0.08,90,CCLE
A204,PD-0325901,doses5,0.25,108.53,CCLE
A204,PD-0325901,doses6,0.8,72,CCLE
A204,PD-0325901,doses7,2.53,90,CCLE
A204,PD-0325901,doses8,8,44,CCLE
A2058,PD-0325901,doses1,0.0025,101.9,CCLE
A2058,PD-0325901,doses2,0.008,94.8,CCLE
A2058,PD-0325901,doses3,0.025,79,CCLE
A2058,PD-0325901,doses4,0.08,60,CCLE
A2058,PD-0325901,doses5,0.25,47,CCLE
A2058,PD-0325901,doses6,0.8,46,CCLE
A2058,PD-0325901,doses7,2.53,43,CCLE
A2058,PD-0325901,doses8,8,40,CCLE
A253,PD-0325901,doses1,0.0025,103.42,CCLE
A253,PD-0325901,doses2,0.008,100.82,CCLE
A253,PD-0325901,doses3,0.025,102.39,CCLE
A253,PD-0325901,doses4,0.08,95.8,CCLE
A253,PD-0325901,doses5,0.25,75,CCLE
A253,PD-0325901,doses6,0.8,67,CCLE
A253,PD-0325901,doses7,2.53,63,CCLE
A253,PD-0325901,doses8,8,56,CCLE
A2780,PD-0325901,doses1,0.0025,89,CCLE
A2780,PD-0325901,doses2,0.008,88,CCLE
A2780,PD-0325901,doses3,0.025,67,CCLE
A2780,PD-0325901,doses4,0.08,49,CCLE
A2780,PD-0325901,doses5,0.25,38,CCLE
A2780,PD-0325901,doses6,0.8,32,CCLE
A2780,PD-0325901,doses7,2.53,26,CCLE
A2780,PD-0325901,doses8,8,20,CCLE
A375,PD-0325901,doses1,0.0025,91.4,CCLE
A375,PD-0325901,doses2,0.008,48,CCLE
A375,PD-0325901,doses3,0.025,32,CCLE
A375,PD-0325901,doses4,0.08,25,CCLE
A375,PD-0325901,doses5,0.25,25,CCLE
A375,PD-0325901,doses6,0.8,22,CCLE
A375,PD-0325901,doses7,2.53,23,CCLE
A375,PD-0325901,doses8,8,24,CCLE
A549,PD-0325901,doses1,0.0025,96.1,CCLE
A549,PD-0325901,doses2,0.008,84,CCLE
A549,PD-0325901,doses3,0.025,80,CCLE
A549,PD-0325901,doses4,0.08,51,CCLE
A549,PD-0325901,doses5,0.25,44,CCLE
A549,PD-0325901,doses6,0.8,34,CCLE
A549,PD-0325901,doses7,2.53,10,CCLE
A549,PD-0325901,doses8,8,-7,CCLE
AN3-CA,PD-0325901,doses1,0.0025,108.97,CCLE
AN3-CA,PD-0325901,doses2,0.008,112.5,CCLE
AN3-CA,PD-0325901,doses3,0.025,92.3,CCLE
AN3-CA,PD-0325901,doses4,0.08,89,CCLE
AN3-CA,PD-0325901,doses5,0.25,94.4,CCLE
AN3-CA,PD-0325901,doses6,0.8,85,CCLE
AN3-CA,PD-0325901,doses7,2.53,71,CCLE
AN3-CA,PD-0325901,doses8,8,53,CCLE
AsPC-1,PD-0325901,doses1,0.0025,98.3,CCLE
AsPC-1,PD-0325901,doses2,0.008,110.9,CCLE
AsPC-1,PD-0325901,doses3,0.025,64,CCLE
AsPC-1,PD-0325901,doses4,0.08,58,CCLE
AsPC-1,PD-0325901,doses5,0.25,42,CCLE
AsPC-1,PD-0325901,doses6,0.8,33,CCLE
AsPC-1,PD-0325901,doses7,2.53,16,CCLE
AsPC-1,PD-0325901,doses8,8,17,CCLE
AU565,PD-0325901,doses1,0.0025,98.1,CCLE
AU565,PD-0325901,doses2,0.008,94.5,CCLE
AU565,PD-0325901,doses3,0.025,91.8,CCLE
AU565,PD-0325901,doses4,0.08,104.17,CCLE
AU565,PD-0325901,doses5,0.25,97,CCLE
AU565,PD-0325901,doses6,0.8,102.21,CCLE
AU565,PD-0325901,doses7,2.53,105.88,CCLE
AU565,PD-0325901,doses8,8,109.99,CCLE
BCPAP,PD-0325901,doses1,0.0025,98.7,CCLE
BCPAP,PD-0325901,doses2,0.008,81,CCLE
BCPAP,PD-0325901,doses3,0.025,70,CCLE
BCPAP,PD-0325901,doses4,0.08,61,CCLE
BCPAP,PD-0325901,doses5,0.25,54,CCLE
BCPAP,PD-0325901,doses6,0.8,54,CCLE
BCPAP,PD-0325901,doses7,2.53,49,CCLE
BCPAP,PD-0325901,doses8,8,46,CCLE
BFTC-909,PD-0325901,doses1,0.0025,100.37,CCLE
BFTC-909,PD-0325901,doses2,0.008,90.3,CCLE
BFTC-909,PD-0325901,doses3,0.025,92,CCLE
BFTC-909,PD-0325901,doses4,0.08,90,CCLE
BFTC-909,PD-0325901,doses5,0.25,87,CCLE
BFTC-909,PD-0325901,doses6,0.8,80,CCLE
BFTC-909,PD-0325901,doses7,2.53,82,CCLE
BFTC-909,PD-0325901,doses8,8,75,CCLE
BL-41,PD-0325901,doses1,0.0025,103.81,CCLE
BL-41,PD-0325901,doses2,0.008,99.55,CCLE
BL-41,PD-0325901,doses3,0.025,104.61,CCLE
BL-41,PD-0325901,doses4,0.08,106.99,CCLE
BL-41,PD-0325901,doses5,0.25,102.35,CCLE
BL-41,PD-0325901,doses6,0.8,106.9,CCLE
BL-41,PD-0325901,doses7,2.53,95.5,CCLE
BL-41,PD-0325901,doses8,8,97.3,CCLE
BT-20,PD-0325901,doses1,0.008,107.02,CCLE
BT-20,PD-0325901,doses2,0.025,100.74,CCLE
BT-20,PD-0325901,doses3,0.08,94.4,CCLE
BT-20,PD-0325901,doses4,0.25,80,CCLE
BT-20,PD-0325901,doses5,0.8,92.6,CCLE
BT-20,PD-0325901,doses6,2.53,89,CCLE
BT-20,PD-0325901,doses7,8,85,CCLE
BT-474,PD-0325901,doses1,0.0025,91.4,CCLE
BT-474,PD-0325901,doses2,0.008,85,CCLE
BT-474,PD-0325901,doses3,0.025,105.28,CCLE
BT-474,PD-0325901,doses4,0.08,74,CCLE
BT-474,PD-0325901,doses5,0.25,89,CCLE
BT-474,PD-0325901,doses6,0.8,93,CCLE
BT-474,PD-0325901,doses7,2.53,100.15,CCLE
BT-474,PD-0325901,doses8,8,77,CCLE
BT-549,PD-0325901,doses1,0.0025,102.03,CCLE
BT-549,PD-0325901,doses2,0.008,109.45,CCLE
BT-549,PD-0325901,doses3,0.025,109.62,CCLE
BT-549,PD-0325901,doses4,0.08,105.83,CCLE
BT-549,PD-0325901,doses5,0.25,89,CCLE
BT-549,PD-0325901,doses6,0.8,113.4,CCLE
BT-549,PD-0325901,doses7,2.53,84,CCLE
BT-549,PD-0325901,doses8,8,91.6,CCLE
C2BBe1,PD-0325901,doses1,0.0025,78,CCLE
C2BBe1,PD-0325901,doses2,0.008,74,CCLE
C2BBe1,PD-0325901,doses3,0.025,74,CCLE
C2BBe1,PD-0325901,doses4,0.08,57,CCLE
C2BBe1,PD-0325901,doses5,0.25,71,CCLE
C2BBe1,PD-0325901,doses6,0.8,54,CCLE
C2BBe1,PD-0325901,doses7,2.53,54,CCLE
C2BBe1,PD-0325901,doses8,8,55,CCLE
C32,PD-0325901,doses1,0.0025,94.4,CCLE
C32,PD-0325901,doses2,0.008,83,CCLE
C32,PD-0325901,doses3,0.025,67,CCLE
C32,PD-0325901,doses4,0.08,57,CCLE
C32,PD-0325901,doses5,0.25,27,CCLE
C32,PD-0325901,doses6,0.8,28,CCLE
C32,PD-0325901,doses7,2.53,32,CCLE
C32,PD-0325901,doses8,8,29,CCLE
CAL-85-1,PD-0325901,doses1,0.0025,103.02,CCLE
CAL-85-1,PD-0325901,doses2,0.008,107.55,CCLE
CAL-85-1,PD-0325901,doses3,0.025,81,CCLE
CAL-85-1,PD-0325901,doses4,0.08,75,CCLE
CAL-85-1,PD-0325901,doses5,0.25,53,CCLE
CAL-85-1,PD-0325901,doses6,0.8,52,CCLE
CAL-85-1,PD-0325901,doses7,2.53,42,CCLE
CAL-85-1,PD-0325901,doses8,8,37,CCLE
Calu-3,PD-0325901,doses1,0.0025,111.7,CCLE
Calu-3,PD-0325901,doses2,0.008,91.1,CCLE
Calu-3,PD-0325901,doses3,0.025,84,CCLE
Calu-3,PD-0325901,doses4,0.08,100.026,CCLE
Calu-3,PD-0325901,doses5,0.25,85,CCLE
Calu-3,PD-0325901,doses6,0.8,68,CCLE
Calu-3,PD-0325901,doses7,2.53,56,CCLE
Calu-3,PD-0325901,doses8,8,26,CCLE
CAMA-1,PD-0325901,doses1,0.0025,105.91,CCLE
CAMA-1,PD-0325901,doses2,0.008,102.55,CCLE
CAMA-1,PD-0325901,doses3,0.025,100.87,CCLE
CAMA-1,PD-0325901,doses4,0.08,94,CCLE
CAMA-1,PD-0325901,doses5,0.25,89,CCLE
CAMA-1,PD-0325901,doses6,0.8,97.6,CCLE
CAMA-1,PD-0325901,doses7,2.53,85,CCLE
CAMA-1,PD-0325901,doses8,8,76,CCLE
Capan-2,PD-0325901,doses1,0.0025,90,CCLE
Capan-2,PD-0325901,doses2,0.008,72,CCLE
Capan-2,PD-0325901,doses3,0.025,64,CCLE
Capan-2,PD-0325901,doses4,0.08,47,CCLE
Capan-2,PD-0325901,doses5,0.25,46,CCLE
Capan-2,PD-0325901,doses6,0.8,45,CCLE
Capan-2,PD-0325901,doses7,2.53,33,CCLE
Capan-2,PD-0325901,doses8,8,24,CCLE
CAS-1,PD-0325901,doses1,0.0025,95.6,CCLE
CAS-1,PD-0325901,doses2,0.008,101.35,CCLE
CAS-1,PD-0325901,doses3,0.025,98.9,CCLE
CAS-1,PD-0325901,doses4,0.08,87,CCLE
CAS-1,PD-0325901,doses5,0.25,91.9,CCLE
CAS-1,PD-0325901,doses6,0.8,104.03,CCLE
CAS-1,PD-0325901,doses7,2.53,81,CCLE
CAS-1,PD-0325901,doses8,8,52,CCLE
CHL-1,PD-0325901,doses1,0.0025,97.9,CCLE
CHL-1,PD-0325901,doses2,0.008,96.7,CCLE
CHL-1,PD-0325901,doses3,0.025,97.3,CCLE
CHL-1,PD-0325901,doses4,0.08,92.6,CCLE
CHL-1,PD-0325901,doses5,0.25,86,CCLE
CHL-1,PD-0325901,doses6,0.8,81,CCLE
CHL-1,PD-0325901,doses7,2.53,69,CCLE
CHL-1,PD-0325901,doses8,8,55,CCLE
COLO-205,PD-0325901,doses1,0.0025,78,CCLE
COLO-205,PD-0325901,doses2,0.008,45,CCLE
COLO-205,PD-0325901,doses3,0.025,22,CCLE
COLO-205,PD-0325901,doses4,0.08,14,CCLE
COLO-205,PD-0325901,doses5,0.25,9,CCLE
COLO-205,PD-0325901,doses6,0.8,7,CCLE
COLO-205,PD-0325901,doses7,2.53,8,CCLE
COLO-205,PD-0325901,doses8,8,5,CCLE
COLO-320-HSR,PD-0325901,doses1,0.0025,100.53,CCLE
COLO-320-HSR,PD-0325901,doses2,0.008,102.67,CCLE
COLO-320-HSR,PD-0325901,doses3,0.025,101.91,CCLE
COLO-320-HSR,PD-0325901,doses4,0.08,98,CCLE
COLO-320-HSR,PD-0325901,doses5,0.25,107.19,CCLE
COLO-320-HSR,PD-0325901,doses6,0.8,100.76,CCLE
COLO-320-HSR,PD-0325901,doses7,2.53,103.52,CCLE
COLO-320-HSR,PD-0325901,doses8,8,94,CCLE
COLO-678,PD-0325901,doses1,0.0025,91.1,CCLE
COLO-678,PD-0325901,doses2,0.008,82,CCLE
COLO-678,PD-0325901,doses3,0.025,65,CCLE
COLO-678,PD-0325901,doses4,0.08,58,CCLE
COLO-678,PD-0325901,doses5,0.25,51,CCLE
COLO-678,PD-0325901,doses6,0.8,38,CCLE
COLO-678,PD-0325901,doses7,2.53,48,CCLE
COLO-678,PD-0325901,doses8,8,45,CCLE
COLO-679,PD-0325901,doses1,0.0025,107.31,CCLE
COLO-679,PD-0325901,doses2,0.008,54,CCLE
COLO-679,PD-0325901,doses3,0.025,43,CCLE
COLO-679,PD-0325901,doses4,0.08,27,CCLE
COLO-679,PD-0325901,doses5,0.25,26,CCLE
COLO-679,PD-0325901,doses6,0.8,19,CCLE
COLO-679,PD-0325901,doses7,2.53,23,CCLE
COLO-679,PD-0325901,doses8,8,10,CCLE
COR-L23,PD-0325901,doses1,0.0025,97.4,CCLE
COR-L23,PD-0325901,doses2,0.008,101.35,CCLE
COR-L23,PD-0325901,doses3,0.025,95.8,CCLE
COR-L23,PD-0325901,doses4,0.08,99.32,CCLE
COR-L23,PD-0325901,doses5,0.25,96.4,CCLE
COR-L23,PD-0325901,doses6,0.8,90.7,CCLE
COR-L23,PD-0325901,doses7,2.53,77,CCLE
COR-L23,PD-0325901,doses8,8,62,CCLE
Daoy,PD-0325901,doses1,0.0025,97.2,CCLE
Daoy,PD-0325901,doses2,0.008,100.77,CCLE
Daoy,PD-0325901,doses3,0.025,100.011,CCLE
Daoy,PD-0325901,doses4,0.08,96.3,CCLE
Daoy,PD-0325901,doses5,0.25,99.16,CCLE
Daoy,PD-0325901,doses6,0.8,95.9,CCLE
Daoy,PD-0325901,doses7,2.53,98.4,CCLE
Daoy,PD-0325901,doses8,8,92.9,CCLE
DBTRG-05MG,PD-0325901,doses1,0.0025,90.4,CCLE
DBTRG-05MG,PD-0325901,doses2,0.008,75,CCLE
DBTRG-05MG,PD-0325901,doses3,0.025,58,CCLE
DBTRG-05MG,PD-0325901,doses4,0.08,56,CCLE
DBTRG-05MG,PD-0325901,doses5,0.25,54,CCLE
DBTRG-05MG,PD-0325901,doses6,0.8,60,CCLE
DBTRG-05MG,PD-0325901,doses7,2.53,54,CCLE
DBTRG-05MG,PD-0325901,doses8,8,43,CCLE
DEL,PD-0325901,doses1,0.0025,107.88,CCLE
DEL,PD-0325901,doses2,0.008,106.94,CCLE
DEL,PD-0325901,doses3,0.025,90,CCLE
DEL,PD-0325901,doses4,0.08,84,CCLE
DEL,PD-0325901,doses5,0.25,76,CCLE
DEL,PD-0325901,doses6,0.8,79,CCLE
DEL,PD-0325901,doses7,2.53,62,CCLE
DEL,PD-0325901,doses8,8,89,CCLE
Detroit562,PD-0325901,doses1,0.0025,111,CCLE
Detroit562,PD-0325901,doses2,0.008,98.2,CCLE
Detroit562,PD-0325901,doses3,0.025,86,CCLE
Detroit562,PD-0325901,doses4,0.08,87,CCLE
Detroit562,PD-0325901,doses5,0.25,71,CCLE
Detroit562,PD-0325901,doses6,0.8,73,CCLE
Detroit562,PD-0325901,doses7,2.53,62,CCLE
Detroit562,PD-0325901,doses8,8,64,CCLE
DK-MG,PD-0325901,doses1,0.0025,96.4,CCLE
DK-MG,PD-0325901,doses2,0.008,98.2,CCLE
DK-MG,PD-0325901,doses3,0.025,93.2,CCLE
DK-MG,PD-0325901,doses4,0.08,76,CCLE
DK-MG,PD-0325901,doses5,0.25,76,CCLE
DK-MG,PD-0325901,doses6,0.8,69,CCLE
DK-MG,PD-0325901,doses7,2.53,71,CCLE
DK-MG,PD-0325901,doses8,8,50,CCLE
DMS-114,PD-0325901,doses1,0.0025,107.8,CCLE
DMS-114,PD-0325901,doses2,0.008,106.41,CCLE
DMS-114,PD-0325901,doses3,0.025,106.93,CCLE
DMS-114,PD-0325901,doses4,0.08,92.3,CCLE
DMS-114,PD-0325901,doses5,0.25,89,CCLE
DMS-114,PD-0325901,doses6,0.8,99.14,CCLE
DMS-114,PD-0325901,doses7,2.53,95.7,CCLE
DMS-114,PD-0325901,doses8,8,66,CCLE
DOHH-2,PD-0325901,doses1,0.0025,126.8,CCLE
DOHH-2,PD-0325901,doses2,0.008,122.2,CCLE
DOHH-2,PD-0325901,doses3,0.025,88,CCLE
DOHH-2,PD-0325901,doses4,0.08,99.48,CCLE
DOHH-2,PD-0325901,doses5,0.25,104.16,CCLE
DOHH-2,PD-0325901,doses6,0.8,86,CCLE
DOHH-2,PD-0325901,doses7,2.53,130,CCLE
DOHH-2,PD-0325901,doses8,8,104.26,CCLE
DU-145,PD-0325901,doses1,0.0025,105.08,CCLE
DU-145,PD-0325901,doses2,0.008,97.9,CCLE
DU-145,PD-0325901,doses3,0.025,88,CCLE
DU-145,PD-0325901,doses4,0.08,81,CCLE
DU-145,PD-0325901,doses5,0.25,81,CCLE
DU-145,PD-0325901,doses6,0.8,68,CCLE
DU-145,PD-0325901,doses7,2.53,65,CCLE
DU-145,PD-0325901,doses8,8,50,CCLE
EB2,PD-0325901,doses1,0.0025,97.9,CCLE
EB2,PD-0325901,doses2,0.008,112.2,CCLE
EB2,PD-0325901,doses3,0.025,100.14,CCLE
EB2,PD-0325901,doses4,0.08,102.23,CCLE
EB2,PD-0325901,doses5,0.25,108.32,CCLE
EB2,PD-0325901,doses6,0.8,94.8,CCLE
EB2,PD-0325901,doses7,2.53,107.91,CCLE
EB2,PD-0325901,doses8,8,99.75,CCLE
EFE-184,PD-0325901,doses1,0.0025,98.1,CCLE
EFE-184,PD-0325901,doses2,0.008,87,CCLE
EFE-184,PD-0325901,doses3,0.025,87,CCLE
EFE-184,PD-0325901,doses4,0.08,76,CCLE
EFE-184,PD-0325901,doses5,0.25,76,CCLE
EFE-184,PD-0325901,doses6,0.8,73,CCLE
EFE-184,PD-0325901,doses7,2.53,64,CCLE
EFE-184,PD-0325901,doses8,8,57,CCLE
EFM-19,PD-0325901,doses1,0.0025,102.31,CCLE
EFM-19,PD-0325901,doses2,0.008,106.72,CCLE
EFM-19,PD-0325901,doses3,0.025,96.4,CCLE
EFM-19,PD-0325901,doses4,0.08,104.29,CCLE
EFM-19,PD-0325901,doses5,0.25,108.02,CCLE
EFM-19,PD-0325901,doses6,0.8,106.04,CCLE
EFM-19,PD-0325901,doses7,2.53,101.28,CCLE
EFM-19,PD-0325901,doses8,8,95.2,CCLE
EFO-21,PD-0325901,doses1,0.0025,98.7,CCLE
EFO-21,PD-0325901,doses2,0.008,123.8,CCLE
EFO-21,PD-0325901,doses3,0.025,93.5,CCLE
EFO-21,PD-0325901,doses4,0.08,90,CCLE
EFO-21,PD-0325901,doses5,0.25,75,CCLE
EFO-21,PD-0325901,doses6,0.8,73,CCLE
EFO-21,PD-0325901,doses7,2.53,57,CCLE
EFO-21,PD-0325901,doses8,8,65,CCLE
EFO-27,PD-0325901,doses1,0.0025,89,CCLE
EFO-27,PD-0325901,doses2,0.008,100.23,CCLE
EFO-27,PD-0325901,doses3,0.025,89,CCLE
EFO-27,PD-0325901,doses4,0.08,86,CCLE
EFO-27,PD-0325901,doses5,0.25,72,CCLE
EFO-27,PD-0325901,doses6,0.8,75,CCLE
EFO-27,PD-0325901,doses7,2.53,63,CCLE
EFO-27,PD-0325901,doses8,8,67,CCLE
EM-2,PD-0325901,doses1,0.0025,91.7,CCLE
EM-2,PD-0325901,doses2,0.008,75,CCLE
EM-2,PD-0325901,doses3,0.025,52,CCLE
EM-2,PD-0325901,doses4,0.08,38,CCLE
EM-2,PD-0325901,doses5,0.25,31,CCLE
EM-2,PD-0325901,doses6,0.8,28,CCLE
EM-2,PD-0325901,doses7,2.53,22,CCLE
EM-2,PD-0325901,doses8,8,15,CCLE
FADU,PD-0325901,doses1,0.0025,93.8,CCLE
FADU,PD-0325901,doses2,0.008,88,CCLE
FADU,PD-0325901,doses3,0.025,75,CCLE
FADU,PD-0325901,doses4,0.08,67,CCLE
FADU,PD-0325901,doses5,0.25,58,CCLE
FADU,PD-0325901,doses6,0.8,54,CCLE
FADU,PD-0325901,doses7,2.53,50,CCLE
FADU,PD-0325901,doses8,8,46,CCLE
G-361,PD-0325901,doses1,0.0025,113.8,CCLE
G-361,PD-0325901,doses2,0.008,91.5,CCLE
G-361,PD-0325901,doses3,0.025,48,CCLE
G-361,PD-0325901,doses4,0.08,28,CCLE
G-361,PD-0325901,doses5,0.25,22,CCLE
G-361,PD-0325901,doses6,0.8,19,CCLE
G-361,PD-0325901,doses7,2.53,19,CCLE
G-361,PD-0325901,doses8,8,15,CCLE
G-401,PD-0325901,doses1,0.0025,85,CCLE
G-401,PD-0325901,doses2,0.008,100.86,CCLE
G-401,PD-0325901,doses3,0.025,75,CCLE
G-401,PD-0325901,doses4,0.08,91.5,CCLE
G-401,PD-0325901,doses5,0.25,76,CCLE
G-401,PD-0325901,doses6,0.8,81,CCLE
G-401,PD-0325901,doses7,2.53,53,CCLE
G-401,PD-0325901,doses8,8,32,CCLE
GB-1,PD-0325901,doses1,0.0025,82,CCLE
GB-1,PD-0325901,doses2,0.008,90,CCLE
GB-1,PD-0325901,doses3,0.025,96.3,CCLE
GB-1,PD-0325901,doses4,0.08,69,CCLE
GB-1,PD-0325901,doses5,0.25,69,CCLE
GB-1,PD-0325901,doses6,0.8,61,CCLE
